content	lable
"그림은 고체 A와 B의 에너지띠 구조를 나타낸 것이다. A와 B는 각각 도체와 절연체 중 하나이고, 에너지띠의 색칠된 부분은 전자가 채워져 있는 것을 나타낸 것이다"	4
"그림 (가)와 같이 질량이 2kg인 물체 A가 5m/s의 속력으로 등속도 운동하여 정지해 있던 물체 B와 충돌한 후 A, B가 같은 방향으로 각각 등속도 운동한다. 충돌 후 B의 속력은 4m/s이다. 그림 (나)는 충돌하는 동안 B가 A로부터 받은 힘의 크기를 시간에 따라 나타낸 것이고, 시간 축과 곡선이 만드는 면적은 4N?s이다"	1
"그림 (가)는 보어의 수소 원자 모형에서 양자수 n에 따른 에너지 준위의 일부와 전자의 전이 a, b, c를 나타낸 것이고, (나)는 (가)의 a, b에 의한 빛의 흡수 스펙트럼을 파장에 따라 나타낸 것이다"	4
"그림과 같이 관찰자 P가 탄 우주선이 관찰자 Q에 대해 0.8c의 속력으로 직선 운동을 하고 있다. P의 관성계에서, 검출기로부터 같은 거리만큼 떨어져 있는 광원 A, B에서 발생한 빛이 검출기에 동시에 도달한다. A, 검출기, B를 잇는 직선은 우주선의 운동 방향과 나란하다"	3
"그림과 같이 p-n 접합 다이오드를 이용하여 회로를 구성하였다. X는 p형 반도체, n형 반도체 중 하나이다. 표는 스위치를 연결하는 위치에 따라 회로에 전류가 흐르는지를 나타낸 것이다."	4
"그림과 같이 단색광이 매질 A와 공기의 경계면에 입사각 45°로 입사하여 전반사한 후, B와 공기의 경계면에 입사각 45°로 입사하여 일부는 반사하고 일부는 굴절한다"	6
"그림과 같이 일정한 전류가 흐르는 무한히 긴 직선 도선 A, B가 xy평면에 고정되어 있다. 표는 x=0, x=d에서 A, B에 흐르는 전류에 의한 자기장의 방향을 나타낸 것이다"	5
"그림 (가)와 같이 연직 위 방향의 균일한 자기장에 자기화되지 않은 물체 A, B를 놓았다. A, B는 강자성체와 반자성체를 순서 없이 나타낸 것이다. 그림 (나)는 (가)에서 A를 꺼내 자기화되지 않은 철가루에 가까이 가져갔을 때, 철가루가 자기화되어 A에 달라붙은 모습을 나타낸 것이다"	5
다음은 소리의 간섭 실험이다	6
그림 (가)와 같이 수평면에 고정된 금속 고리 A의 중심축을 따라 S극을 아래로 한 막대자석을 운동시켰다. 그림 (나)는 A의 중심으로부터 막대자석까지의 거리 d를 시간에 따라 나타낸 것이다	5
"그림과 같이 점전하 A, B, C가 각각 x=0, x=2d, x=3d에 고정되어 있다. A, C는 양(+)전하이다. A, C에 작용하는 전기력의 방향은 +x방향으로 같다"	4
"그림 (가)와 같이 원래 길이가 4L인 용수철과 연결된 물체 A에 연직 아래 방향으로 힘을 작용하였더니 용수철의 길이가 L이 되어 A가 정지해 있다. 그림 (나)는 (가)에서 힘을 제거하였더니 A가 연직 위 방향으로 운동하여 용수철의 길이가 5L이 되었을 때 정지한 순간의 모습을, (다)는 (나)에서 A가 연직 아래 방향으로 운동하여 용수철의 길이가 2L이 되었을 때 v의 속력으로 운동하는 모습을 나타낸 것이다."	2
"그림과 같이 스키점프 선수가 경사면을 내려와 도약대에서 점프 한 후 포물선 경로를 따라 운동하였다. 점 p, q는 포물선 경로상 의 점이다"	1
"그림은 활주로에서 등가속도 직선 운동을 하는 비행기의 위치를 시간 t=0부터 시간 T 간격으로 나타낸 것이다. t=0부터 t=T까지 이동 거리는 s, t=T부터 t=2T까지 이동 거리는 2s이다"	1
"그림 (가), (나)와 같이 수평면 위의 점 p에 정지해 있던 물체 A에 수평 방향으로 크기가 F1, F2인 힘을 계속 작용하여 수평면 위의 점 q까지 운동시켰다. (가)에서 F1과 F2의 방향은 서로 반대이고, (나)에서 F1과 F2의 방향은 같다"	1
"그림은 마찰이 없는 수평면에 놓인 절연된 용수철의 양 끝에 대전된 도체구 A, B를 고정시켰더니 용수철이 늘어난 상태로 A, B가 정지해 있는 모습을 나타낸 것이다. 대전된 전하량의 크기는 B가 A의 2배이다."	1
"다음은 충격량과 관련된 그림 자료를 보고 학생 A, B, C가 발표 하는 모습을 나타낸 것이다"	1
"그림은 온도가 T1인 열원에서 3Q의 열을 흡수하여 외부에 W의 일을 하고, 온도가 T2인 열원으로 2Q의 열을 방출하는 열기관을 모식적으로 나타낸 것이다"	2
"그림 (가), (나)는 각각 주행 전과 주행 후 타이어 내부의 공기압을 표시한 자동차 계기판의 모습을 나타낸 것이다. 타이어 내부 공기의 부피는 (나)에서가 (가)에서보다 크다."	2
"그림 (가)와 같이 마찰이 없는 수평면 위에서 물체 A와 B가 정지해 있는 물체 C를 향해 등속 직선 운동을 한다. A의 속력은 v이고, A, B, C의 질량은 각각 2m, 2m, 5m이다. 그림 (나)는 (가)의 순간부터 A와 B 사이의 거리를 시간에 따라 나타낸 것으로, L=vt이다."	1
"그림과 같이 경사각이 같은 빗면 위의 점 O에서 질량이 같은 물체 A, B를 가만히 놓았더니 A, B가 빗면을 따라 각각 등가속도 직선 운동을 하였다. A는 점 p를 속력 v로, B는 점 q를 속력 v로 지난다. O에서 q까지의 거리가 O에서 p까지의 거리보다 크다."	2
"그림 (가)는 물체 A와 B가 충돌 전 마찰이 없는 수평면 위에서 크기가 p인 운동량으로 각각 등속 직선 운동을 하는 모습을 나타낸 것이고, 그림 (나)는 A, B가 충돌하는 동안 A가 B에 작용하는 힘의 크기를 시간에 따라 나타낸 것이다. 시간축과 곡선이 만드는 넓이는 p이다. "	1
"그림 (가)와 같이 수평면에서 압축된 용수철이 고정되어 있는 수레 A와, 물체 C가 끼워진 수레 B가 접촉된 상태에서 오른쪽으로 속력 v로 등속 직선 운동을 하고 있다. A, B, C의 질량은 모두 같다. 그림 (나)는 (가)에서 A의 용수철 고정 장치를 해제하였을 때, A와 B가 분리된 후 A가 왼쪽으로 속력 v로 등속 직선 운동하는 것을 나타낸 것이다. 이때, C의 운동 에너지는 E0이고, 용수철의 탄성력에 의한 퍼텐셜 에너지는 0이다."	2
"그림과 같이 광원 P와 Q, 검출기가 고정되어 있는 우주선 B에 대해 우주선 A가 ⓐ 또는 ⓑ 방향으로 광속에 가까운 속력으로 등속도 운동을 한다. A의 관성계에서, P, Q에서 동시에 빛이 발생하였고, 이 빛은 검출기에 동시에 도달한다."	3
다음은 두 가지 핵반응이다.	3
"그림과 같이 x축 상에 점전하 A, B, C를 같은 간격으로 고정시켰더니 A에 작용하는 전기력이 0이 되었다. A와 B 사이에는 서로 끌어당기는 전기력이 작용하고, A와 B의 전하량의 크기는 같다."	4
"표는 보어의 수소 원자 모형에서 양자수가 a와 b, b와 c인 궤도 사이에서 전자가 각각 전이할 때 전자가 흡수하는 에너지를 나타낸 것이다. 이웃한 양자수 a와 b, b와 c의 양자수 차는 각각 1이다."	4
"그림 (가)∼(다)는 도체, 반도체, 절연체의 에너지띠 구조를 순서 없이 나타낸 것이다. 색칠한 부분은 에너지띠에 전자가 차있는 것을 나타낸다."	4
다음은 물질의 전기 전도도에 대한 실험이다.	4
"그림은 반도체 A, B로 만든 p-n 접합 다이오드와 전압이 같은 두 전원 장치를 이용하여 구성한 회로에서 스위치 S를 a에 연결하였더니 A, B의 X와 Y가 접합면 쪽으로 이동하며 회로상의 점 p에 세기가 I0인 일정한 전류가 흐르고 있는 것을 나타낸 것이다. X, Y는 전자와 양공을 순서 없이 나타낸 것이다."	4
"그림과 같이 질량이 2m, 3m, 5m인 세 물체가 실로 연결되어 등가속도 운동을 하고 있다. 물체의 연결된 순서를 바꾸어 가며 운동시킬 때, 수평면 위에서 운동하는 물체에 작용하는 알짜힘의 크기가 최대, 최소가 되는 수평면 위 물체의 질량은 각각 m1, m2이다"	1
"그림과 같이 질량이 같은 물체 A, B, C를 실로 연결하여 마찰이 없는 수평면 위에서 A를 손으로 잡아 정지시키고 있다. B와 C 사이의 간격과 지면으로부터 C까지의 높이는 h로 같다. A를 가만히 놓으면 C는 지면에 v의 속력으로 닿은 후 정지하고, B는 계속 낙하하여 C에 닿는다."	2
"그림 (가)는 마찰이 없는 수평면에서 컬링 스톤 A가 직선 운동하는 모습을, (나)는 비스듬히 던진 농구공 B가 곡선 운동하는 모습을 나타낸 것이다. "	1
그림은 직선 운동하는 물체의 위치를 시간에 따라 나타낸 것이다. 	1
"그림 (가)는 물체 A에 수평 방향으로 12N의 힘을 작용하여 A가 6m/s2의 등가속도 직선 운동하는 모습을, 그림 (나)는 (가)에서 A에 물체 B를 접촉시키고, A, B에 수평 방향으로 15N의 힘을 작용하여 A, B가 3m/s2의 등가속도 직선 운동하는 모습을 나타낸 것이다."	1
"그림은 수평면에서 등가속도 직선 운동하는 물체가 점 p, q를 각각 6m/s , 4m/s의 속력으로 지나 점 r에서 정지한 모습을 나타낸 것이다. p와 q 사이의 거리는 10m이다."	1
"그림 (가)는 정지해 있는 물체에 6N의 힘을 수평 방향으로 계속 작용하여 마찰이 없는 수평면을 지나 마찰이 있는 수평면에서 물체가 운동하는 모습을 나타낸 것이고, (나)는 물체의 속도를 시간에 따라 나타낸 것이다."	1
다음은 가속도 법칙에 대한 실험이다.	1
그림은 수평면에 정지해 있는 스케이트 보드 A 위에 사람 B가 가만히 서 있는 모습을 나타낸 것이다.	1
"그림은 수평면에 놓인 물체 B가 물체 A, C에 각각 실 p, q로 연결되어 정지해 있는 모습을 나타낸 것이다. A, B의 질량은 m으로 같다."	1
"그림 (가)는 제자리높이뛰기를 하는 사람이 수평면을 누르는 모습을, (나)는 제자리에서 높이 뛰어 공중에 떠 있는 순간의 모습을 나타낸 것이다."	1
"그림 (가)는 수평면에서 물체 A, B가 각각 5m/s , 1m/s의 속력으로 등속도 운동하는 모습을, (나)는 A, B가 충돌한 후 각각 1m/s , v의 속력으로 등속도 운동하는 모습을 나타낸 것이다. A, B의 질량은 각각 1kg , 2kg 이다."	1
"그림 (가)는 수평면에서 물체 A가 pA의 운동량으로 오른쪽으로 등속도 운동하는 모습을, (나)는 시간 t0일 때 A가 폭발하여 두 조각의 물체 B, C로 분리되어 각각 pB, pC의 운동량으로 등속도 운동하는 모습을 나타낸 것이다. "	1
"그림은 마찰이 없는 수평면에서 서로 반대 방향으로 등속도 운동하는 사람 A, B가 충돌한 후 함께 오른쪽으로 등속도 운동하는 모습을 나타낸 것이다."	1
"그림은 바람 총을 부는 쪽의 입구에 화살을 넣고 수평 방향으로 부는 모습을 나타낸 것이다. 표는 길이만 다른 동일한 바람 총 A, B에서 각각 같은 위치에 놓인 동일한 화살이 바람 총을 부는 순간부터 바람 총을 떠날 때까지 받은 평균 힘의 크기와 힘을 받은 시간을 나타낸 것이다."	1
"그림 (가)는 야구 선수가 수평 방향으로 날아오는 공을 받는 모습을 나타낸 것이고, (나)는 공 A, B가 각각 글러브에 닿는 순간부터 정지할 때까지 A, B의 운동량을 시간에 따라 나타낸 것이다."	1
"그림은 연직 위로 운동하는 물체가 점 p, q를 지나 점 r에서 정지한 순간의 모습을 나타낸 것 이다. p와 q 사이의 높이 차는 h이고, 물체의 운동 에너지 변화량은 p에서 q까지 운동하는 동안이 q에서 r까지 운동하는 동안의 3배이다."	2
"그림 (가)는 한쪽 끝이 고정된 용수철 상수가 k인 용수철에 질량이 m인 물체를 매달았을 때 용수철이 원래 길이에서 L만큼 늘어난 상태로 정지해 있는 모습을, (나)는 (가)의 상태에서 물체를 연직 아래로 L만큼 내린 후 가만히 잡고 있는 모습을 나타낸 것이다"	2
"그림은 일정량의 이상 기체가 상태 A → B → C → A를 따라 순환하는 동안 기체의 압력과 부피를 나타낸 것이다. A→B는 등온 과정, B →C는 등적 과정, C → A는 단열 과정이다."	2
"그림은 온도가 T1인 열원에서 200J의 열을 흡수하여 W의 일을 하고, 온도가 T2인 열원으로 100J의 열을 방출하는 열기관을 나타낸 것이다."	2
다음은 열에 의한 공기의 부피 변화 실험이다.	2
"그림은 마찰이 없는 빗면에서 등가속도 직선 운동하는 물체 A가 수평선 P를 v의 속력으로 통과하여 수평선 Q에서 정지한 순간의 모습과 마찰이 있는 빗면에서 등가속도 직선 운동하는 물체 B가 Q를 2v의 속력으로 통과하여 P를 v의 속력으로 통과하는 모습 을 나타낸 것이다. A, B의 질량은 각각 m, 2m이다."	2
그림은 보트가 점 p에서 점 q까지 곡선 경로를 따라 운동하는 모습을 나타낸 것이다.	1
"그림 (가)는 물체 A, B를 자유 낙하시키는 모습을 나타낸 것으로, 질량은 B가 A의 2배이다. 그림 (나)는 (가)에서 A의 속력을 시간에 따라 나타낸 것이다."	1
다음은 중력과 관련된 현상에 대한 설명이다.	1
다음은 전자기 유도 실험이다	5
다음은 송전 과정에 대한 설명이다	5
다음은 신소재를 이용한 사례를 조사한 것이다	4
"표는 발전 방식 A, B, C에 대한 자료이다. A, B, C는 각각 화 력 발전, 태양광 발전, 풍력 발전 중 하나이다."	2
다음은 수소 버스에 대한 신문 기사 중 일부이다.	2
"그림은 레일 위의 한 점에 가만히 놓은 물체가 레일의 빗면 구간 A, 곡선 구간 B, 수평 구간 C를 따라 운동하는 모습을 나타낸 것이다. 표는 물체의 운동을 속력과 운동 방향의 변화를 기준으로 영역 Ⅰ~ Ⅳ로 분류한 것이다"	1
그림과 같이 수평면에서 장난감 자동차 A와 장난감 집 B가 줄로 연결된 채 정지해 있다	1
그림은 수소 기체 방전관에서 방출된 빛의 스펙트럼 A와 고온의 광원에서 방출되어 저온의 기체 X를 통과한 빛의 흡수 스펙트럼 B를 나타낸 것이다.	4
"그림 (가)는 핵발전소의 모습을, (나)는 손잡이를 돌려 발전하는 간이 발전기의 모습을 나타낸 것이다"	2
"그림 (가), (나)는 각각 우리나라의 조력 발전소와 파력 발전소를 나타낸 것이다."	2
"그림 (가), (나)는 동일한 저항을 각각 전압이 220 V인 교류 전원에 연결한 모습과 변압기를 이용하여 전압이 110 V인 교류 전원에 연결한 모습을 나타낸 것이다. (가)에서 저항에 흐르는 전류의 세기는 I이고, (가)와 (나)의 저항에서 소비되는 전력은 같다."	5
"그림 (가)는 수평인 얼음판 위에서 아이스하키 퍽이 골대를 뚫고 벽에 박혀 정지할 때까지 직선 운동하는 모습을 나타낸 것이다. 그림 (나)는 퍽의 속력을 시간에 따라 나타낸 것으로 구간 Ⅰ, Ⅱ는 퍽이 각각 골대, 벽으로부터 힘을 받는 구간이다. 퍽이 받는 평균 힘의 크기는 Ⅱ에서가 Ⅰ에서의 2배이다"	1
다음은 학생이 태양 에너지에 대해 조사한 자료이다.	2
"그림과 같이 물체 A를 가만히 놓는 순간 A와 같은 높이에서 물체 B를 수평 방향으로 속력 v로 던졌더니, A와 B가 각각 경로를 따라 운동하여 수평선 P, Q를 통과하였다. P에서 B의 수평 방향 속력과 연직 방향 속력은 같고, A의 속력은 Q에서가 P에서의 2배이다."	1
"그림 (가), (나)는 각각 화석 연료 자동차의 엔진 A와 전기 자동차의 모터 B에 공급된 에너지와 A, B에서 방출된 열에너지를 나타낸 것이다. A, B에 공급된 에너지는 모두 운동 에너지와 열에너지로만 전환되며, 공급된 에너지가 운동 에너지로 전환되었을 때 A, B의 에너지 효율은 각각 eA, eB이다"	2
"그림 (가)와 같이 수평면에서 동일한 물체 P, Q를 각각 포장 상자 a 또는 b에 넣어 벽에 충돌시켰더니 충돌 후 P는 깨진 상태로, Q는 온전한 상태로 정지하였다. 그림 (나)는 (가)의 두 상자가 벽에 충돌한 순간부터 정지할 때까지 P, Q가 받은 힘의 크기를 시간에 따라 나타낸 것으로, 각 곡선이 시간축과 이루는 넓이는 서로 같다."	1
"그림 (가)와 같이 수평면에서 정지한 물체 A, B를 실로 연결하고 B에 수평 방향으로 크기가 10 N인 힘을 계속 작용하였다. A와 B는 함께 등가속도 직선 운동하다가 2초일 때 실이 끊어졌다. 그림 (나)는 B의 속력을 시간에 따라 나타낸 것이다"	1
"그림 (가)는 수영 선수 A가 자유 낙하하는 모습을, (나)는 사이클 선수 B가 원형 경로를 따라 운동하는 모습을, (다)는 스키 점프 선수 C가 포물선 운동하는 모습을 나타낸 것이다."	1
"그림 (가)는 전자기파를 파장에 따라 분류한 것을, (나)는 전자기파 P와 Q를 이용하여 얻은 영상을 나타낸 것이다."	6
그림은 열효율이 0.4인 열기관이 고열원에서 열을 흡수하여  의 일을 하고 저열원으로  의 열을 방출하는 것을 나타낸 것이다.	2
"다음은 핵반응 A, B에 대한 설명이다."	3
다음은 고체의 에너지띠 구조와 전기 전도성에 대한 설명이다.	4
"그림과 같이 점 p에 정지해 있던 자동차가 등가속도 직선 운동하여 점 q, r를 각각 8m/s, 12m/s의 속력으로 지난다. 자동차가 p에서 r까지 운동하는 데 걸린 시간은 3초이고, 자동차가 q에서 r까지 이동한 거리는 L이다."	1
"그림과 같이 스피커 A, B에서 동일한 진동수의 소리가 같은 위상으로 발생한다. A, B에서 발생한 소리는 점 P에서 보강 간섭하고, 점 Q에서 상쇄 간섭한다."	6
"그림 (가)는 이상 기체가 들어 있는 실린더에서 피스톤이 정지해 있는 모습을, (나)는 (가)의 피스톤에 모래를 서서히 올려 피스톤이 내려가 정지한 모습을, (다)는 (나)의 피스톤을 핀으로 고정한 후 기체에 열량 Q를 공급한 모습을 나타낸 것이다. 기체의 온도 변화량은 (가) → (나) 과정에서와 (나) → (다) 과정에서가 같다."	2
"그림과 같이 관찰자 A에 대해 관찰자 B가 탄 우주선이 광원과 검출기를 잇는 직선에 수직한 방향으로 0.8c의 속력으로 등속도 운동하고 있다. 광원과 검출기 사이의 고유 길이는 L이다. A의 관성계에서, 광원에서 방출된 빛이 검출기에 도달하는 데 걸린 시간은 T이다."	3
다음은 p-n 접합 다이오드의 특성에 대한 실험이다.	4
"그림과 같이 무한히 긴 직선 도선 P, Q가 xy평면에 고정되어 있다. P에 흐르는 전류는 세기가 I0이고 방향이 일정하다. 표는 원점 O에서 P, Q에 흐르는 전류에 의한 자기장을 Q에 흐르는 전류의 세기에 따라 나타낸 것이다."	5
"다음은 수레 A와 B, 동일한 추 2개를 이용하여 운동량 보존 법칙을 알아보는 실험이다."	1
"그림은 보어의 수소 원자 모형에서 n=1인 상태의 전자가 진동수 fa인 빛을 흡수하여 n=3인 상태로 전이한 후, 진동수 fb인 빛을 방출하며 n=2인 상태로 전이하는 과정을 나타낸 것이다. n은 양자수이다"	4
"그림은 수평면에 정지해 있는 자성체 P, Q 사이에 막대 자석을 놓았더니 P는 자석에 가까워지고, Q는 자석에서 멀어지는 모습을 나타낸 것이다. P, Q는 강자성체와 반자성체를 순서 없이 나타낸 것이다."	5
다음은 교통 카드의 작동 원리에 대한 설명이다.	5
"그림 (가)는 같은 속력으로 진행하는 파동 P, Q의 어느 순간의 변위를 위치 x에 따라 각각 나타낸 것이다. 그림 (나)는 x=d인 위치에서 P의 변위를 시간 t에 따라 나타낸 것이다."	6
"그림은 단색광 P가 물질 A와 B의 경계면에 입사각 theta로 입사하여 굴절한 후, B와 물질 C 사이의 임계각으로 B와 C의 경계면에 입사하는 모습을 나타낸 것이다. 굴절률은 A가 C보다 크다."	6
"그림 (가)와 같이 연직 위 방향으로 일정한 힘 F가 물체 A에 작용하여 A와 물체 B가 함께 등가속도 직선 운동한다. A, B의 가속도 크기는 1/2g이다. 그림 (나)와 같이 연직 아래 방향으로 일정한 힘 F가 B에 작용하여 A, B가 정지해 있다. A, B의 질량은 각각 m, 3m이다"	1
"그림과 같이 점전하 A, B, C가 각각 x=0, x=2d, x=3d에 고정되어 있다. A가 받는 전기력은 0이고, B가 받는 전기력의 방향은 -x방향이다. B는 음(-)전하이다."	4
"그림과 같이 물체가 빗면을 따라 운동하여 점 p, q, r를 각각 속력 3v0, v, v0으로 지난다. p와 q의 높이 차는 q와 r의 높이 차와 같다. 물체가 q에서 r까지 운동하는 동안, 물체의 역학적 에너지 감소량은 물체의 중력 퍼텐셜 에너지 감소량의 5/2배이다."	2
"그림 (가), (나), (다)는 여러 가지 물체의 운동을 나타낸 것이다"	1
"그림은 한 순환과정동안 고열원으로부터 Q1의 열을 흡수하여 W의 일을 하고 저열원으로 Q2의 열을 방출하는 열기관에 대해 학생 A, B, C가 대화하는 모습을 나타낸 것이다."	2
그림은 질량이 5kg인 물체를 수평한 천장에 대고 연직 방향으로 60N의 힘으로 밀 때 물체가 정지해 있는 모습을 나타낸 것이다.	1
다음은 자동차 충돌 실험에 대한 설명이다.	1
"그림과 같이 직선 도로에서 자동차 A가 기준선 P를 10m/s의 속력으로 통과하는 순간, P에 정지해 있던 자동차 B가 출발한다. B가 출발하고 10초가 지나는 순간 A와 B는 기준선 R를 동시에 통과한다. A, B는 도로를 따라 각각 등속도, 등가속도 운동을 한다. P와 Q 사이, Q와 R 사이의 거리는 같다"	1
다음은 수레의 가속도를 측정하는 실험이다.	1
"그림 (가), (나)는 일상생활에서 볼 수 있는 단열 과정의 예이다. (가)와 같이 펌프를 빠르게 압축하였더니 실린더 안의 공기가 뜨거워졌고, (나)와 같이 탄산음료가 담긴 병의 뚜껑을 처음 열었더니 병 입구 주변에서 수증기가 응결하였다"	2
"그림과 같이 수평면에 놓여 있는 레일 위의 점 p에서 물체를 가만히 놓았더니 레일을 따라 운동하였다. 직선 구간 A, B에서 물체의 이동 거리는 각각 2d, 3d이고, B는 수평면과 나란하다"	1
"그림 (가), (나)와 같이 마찰이 없는 수평면에서 속력 v로 운동 하던 물체 A가 정지해 있는 물체 B, C와 각각 충돌하였다. 충돌 후, (가)에서는 A, B가 한 덩어리가 되어 v1의 속력으로, (나)에 서는 A는 정지하고, C는 v2의 속력으로 운동하였다. A, B, C의 질량은 같다"	1
"그림 (가)는 이상 기체가 들어 있는 실린더 안에 열을 공급 하였더니 정지해 있던 피스톤이 서서히 이동하는 모습을, (나) 는 피스톤이 이동하는 동안 실린더 안 기체의 압력과 부피를 나타낸 것이다."	2
"그림은 관찰자 B에 대해 관찰자 A가 탄 우주선이 광속에 가 까운 속력으로 등속도 운동하는 모습을 나타낸 것으로, 우주선의 운동 방향은 ⓐ와 ⓑ 중 하나이다. 점 P, Q, R에는 빛 검출기가 있고, 광원에서 R까지의 거리는 L이다. 표는 광원에서 빛이 방출되었을 때 A와 B가 각각 측정한 사건을 기록한 것이다"	3
"그림은 관찰자 C에 대해 서로 반대 방향으로 각각 0.6c, 0.8c의 속력으로 등속도 운동하는 우주선 Ⅰ, Ⅱ를 나타낸 것이다. Ⅰ, Ⅱ에는 각각 관찰자 A, B가 타고 있다. C가 측정한 Ⅰ, Ⅱ의 길이는 같다."	3
그림은 중수소 원자핵과 삼중수소 원자핵이 반응하여 헬륨 원자핵(He)이 생성되면서 ⓐ와 에너지를 방출하는 과정을 나타낸 것이다	3
그림은 보어의 수소 원자 모형에서 양자수 n에 따른 전자의 궤도와 n=1인 궤도를 따라 원자핵 주위를 원운동하는 전자를 나타낸 것이다. 	4
"그림은 점전하 A, B가 각각 x=-d와 x=d인 위치에 고정되어 있는 것을 나타낸 것이다. 표는 양(+)전하 P를 x축 위에 놓았을 때, P에 작용하는 전기력의 합력의 방향과 크기를 나타낸 것이다."	4
"그림 (가)는 보어의 수소 원자 모형에서 양자수 n에 따른 에너지 준위의 일부와 전자의 전이 A, B, C를 나타낸 것으로 A, B, C에서 방출되는 빛의 진동수는 각각 fa, fb, fc이다. 그림 (나)는 (가)의 A, B에서 방출되는 빛의 선 스펙트럼을 파장에 따라 나타낸 것으로 p, q는 스펙트럼선이다."	4
"그림 (가)는 전원 장치에 저항과 각각 빨간색, 초록색 빛이 방출되는 p-n 접합 발광 다이오드(LED) A, B를 연결한 회로를 나타낸 것이다. 그림 (나)는 (가)의 전원 장치의 전압을 시간에 따라 나타낸 것으로 초일 때는 A에서만 빛이 방출되었다."	4
"그림은 절대 온도 0K에서 고체 A, B, C의 에너지띠 구조를 나타낸 것이다. A, B, C는 각각 도체, 반도체, 절연체 중 하나이고, 색칠한 부분에는 전자가 채워져 있다"	4
"그림과 같이 경사각이 같고 재질이 다른 두 빗면 위에서 동일한 물체 A, B가 각각 빗면 위의 점 p, q를 같은 속력으로 통과하여 같은 거리만큼 이동한 후 정지하였다. 두 빗면은 수평면에 고정되어 있고, 수평면으로부터의 높이는 q가 p보다 높다."	2
"그림 (가)는 질량이 각각 m, 2m인 물체 A, B를 실로 연결한 모습을, (나)는 (가)에서 A와 B의 위치만 바꾸어 연결한 모습을 나타낸 것이다. (가)에서 A를 가만히 놓은 후 A가 s만큼 이동하는 동안 B의 역학적 에너지 감소량은 E0이다."	2
"그림 (가)는 자유 낙하하는 물체, (나)는 수평으로 던진 물체, (다)는 일정한 속력으로 원운동하는 물체의 운동을 각각 일정한 시간 간격으로 나타낸 것이다"	1
그림은 점 P에서 점 Q까지 이동한 로봇 청소기의 경로를 나타낸 것이다.	1
그림은 직선 운동하는 물체의 속도를 시간에 따라 나타낸 그래프이다.	1
"그림과 같이 직선 도로에서 자동차 A가 기준선 P를 속력 v로 통과하는 순간, P에 정지해 있던 자동차 B가 출발하여 A는 등속도 운동을, B는 등가속도 운동을 하고 있다. A가 기준선 Q를 통과하는 순간, B는 기준선 R을 통과한다. P와 Q 사이, Q와 R 사이의 거리는 각각 L로 같다."	1
"그림과 같이 무거운 추를 실 A에 매달고, 추의 아래에 매단 실 B를 갑자기 잡아당겼더니 B가 끊어졌다."	1
"그림은 물체 B와 실로 연결된 물체 A에 크기가 F인 힘이 수평 방향으로 작용하여 A, B가 일정한 속력으로 운동하는 모습을 나타낸 것이다. A, B의 질량은 각각 2m, m이다."	1
"그림은 물체 A, B가 서로 접촉한 상태에서 크기가 12N인 힘이 A에 수평 방향으로 작용하는 모습을 나타낸 것이다. A, B의 질량은 각각 3kg, 1kg이다. "	1
"그림은 벽에 고정된 용수철 저울 A와 용수철 저울 B 사이에 나무토막을 연결한 후, B를 수평 방향으로 4N의 힘으로 잡아당겨 정지한 모습을 나타낸 것이다"	1
다음은 질량과 가속도 사이의 관계를 알아보는 실험이다.	1
"그림은 수평인 얼음판 위에서 6m/s의 속력으로 운동하는 선수 A가 2m/s의 속력으로 운동하는 선수 B를 뒤에서 밀고 난 후, A의 속력은 v이고 B의 속력은 5m/s인 것을 나타낸 것이다. A, B의 질량은 각각 60kg, 40kg이고, A와 B는 동일 직선상에서 운동한다."	1
"그림 (가)는 수평면에서 3m/s의 속력으로 운동하는 물체 A가 물체 B와 충돌하기 전의 모습을 나타낸 것이다. 그림 (나)는 충돌 전후 B의 위치를 시간에 따라 나타낸 그래프이다. A, B의 질량은 각각 4kg, 2kg이고, 충돌 전후 A, B는 동일 직선상에서 운동한다."	1
그림 (가)는 10m/s의 속력으로 다가오는 질량이 0.2kg인 공을 수평 방향으로 발로 차서 5m/s의 속력으로 되돌려 보내는 모습을 나타낸 것이다. 그림 (나)는 (가)에서 공을 발로 차는 0.1초 동안 공이 발로부터 받은 힘의 크기를 시간에 따라 나타낸 그래프이다. 공을 차기 전후에 공은 동일 직선상에서 운동한다	1
"그림은 학생 A, B, C가 물체의 운동량과 충격량에 대해 대화하는 모습을 나타낸 것이다"	1
그림은 공기 안전매트를 사용한 소방 안전 훈련 모습을 나타낸 것이다.	1
그림은 민속 체험활동 중 제기차기하는 모습을 나타낸 것이다.	2
다음은 마찰면에 따른 용수철 진자의 역학적 에너지 변화를 비교하는 실험이다	2
그림은 높이가 H인 점 A에 가만히 놓은 물체가 연직면 상의 궤도를 따라 운동하여 높이가 h인 점 B를 지나 수평면 상의 점 C를 지나가는 순간의 모습을 나타낸 것이다. 물체의 운동 에너지는 C에서가 B에서의 2배이다.	2
그림은 일정량의 이상 기체가 들어 있는 단열된 실린더의 피스톤에 힘을 가했더니 피스톤이 이동하여 기체의 부피가 감소한 상태를 나타낸 것이다. 	2
그림은 일정량의 이상 기체의 상태가 A →B를 따라 변할 때 압력과 부피를 나타낸 것이다	2
